ID,EVOID,Pokemon,Class,Rarity,Starter,First Type,Second Type,Egg Group 1,Egg Group 2,First Ability,Second Ability,Hidden Ability,HP,AT,DF,SA,SD,SP,TT,Weight (kg),Weight (lbs),Height (cm),Height (ft in),Shape,♂/♀ Ratio,Growth,Base Connection,Spawn Modifier,Apricorn Chance,Experience,Days To Hatch
658,657,Greninja,Ninja Pokémon,Uncommon,No,Water,Dark,Water 1,,Torrent,Battle Bond,Protean,72,95,67,103,71,122,530,40,88,150,"4'11""",Humanoid,0.875,Slow,60,-57,45,239,20
658B,658,Greninja (Battle Bond),Ninja Pokémon,Uncommon,No,Water,Dark,Water 1,,Torrent,Battle Bond,Protean,72,145,67,153,71,132,640,40,88,150,"4'11""",Humanoid,0.875,Slow,60,-57,45,239,20
659,,Bunnelby,Digging Pokémon,Common,No,Normal,,Field,,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,5,11,41,"1'04""",Upright,0.5,Fast,50,70,255,47,15
660,659,Diggersby,Digging Pokémon,Common,No,Normal,Ground,Field,,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,42,94,99,"3'03""",Upright,0.5,Fast,50,-11,127,148,15
661,,Fletchling,Tiny Robin Pokémon,Common,No,Normal,Flying,Flying,,Big Pecks,Flame Body,Gale Wings,45,50,43,40,38,62,278,2,4,30,"1'00""",Wings,0.5,Slow,50,70,255,56,15
662,661,Fletchinder,Ember Pokémon,Common,No,Fire,Flying,Flying,,Flame Body,Big Pecks,Gale Wings,62,73,55,56,52,84,382,16,35,71,"2'04""",Wings,0.5,Slow,50,12,120,134,15
663,662,Talonflame,Scorching Pokémon,Common,No,Fire,Flying,Flying,,Flame Body,Big Pecks,Gale Wings,78,81,71,74,69,126,499,24,54,119,"3'11""",Wings,0.5,Slow,40,-57,45,175,15
664,,Scatterbug,Scatterdust Pokémon,Common,No,Bug,,Bug,,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,2,6,30,"1'00""",Armor,0.5,Fast,70,70,255,40,15
665,664,Spewpa,Scatterdust Pokémon,Common,No,Bug,,Bug,,Shed Skin,Iron Barbs,Friend Guard,45,22,60,27,30,29,213,8,19,30,"1'00""",Blob,0.5,Fast,70,12,120,75,15
666,665,Vivillon,Scale Pokémon,Common,No,Bug,Flying,Bug,,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,17,38,119,"3'11""",Bug,0.5,Fast,60,-57,45,185,15
667,,Litleo,Lion Cub Pokémon,Common,No,Fire,Normal,Field,,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,14,30,61,"2'00""",Quadruped,0.75,Slow,70,60,220,74,20
668,667,Pyroar,Royal Pokémon,Common,No,Fire,Normal,Field,,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,82,180,150,"4'11""",Quadruped,0.75,Slow,60,-25,65,177,20
669,,Flabébé,Single Bloom Pokémon,Common,No,Fairy,,Fairy,,Flower Veil,Effect Spore,Symbiosis,44,38,39,61,79,42,303,0,0,10,"0'04""",Arms,0,Fast,70,63,225,61,20
670,669,Floette,Single Bloom Pokémon,Common,No,Fairy,,Fairy,,Flower Veil,Effect Spore,Symbiosis,54,45,47,75,98,52,371,1,2,20,"0'08""",Arms,0,Fast,70,12,120,130,20
671,670,Florges,Garden Pokémon,Common,No,Fairy,,Fairy,,Flower Veil,Effect Spore,Symbiosis,78,65,68,112,154,75,552,10,22,109,"3'07""",Arms,0,Fast,60,-57,45,248,20
672,,Skiddo,Mount Pokémon,Uncommon,Special,Grass,,Field,,Sap Sipper,Harvest,Grass Pelt,66,65,48,62,57,52,350,31,68,89,"2'11""",Quadruped,0.5,Fast,70,50,200,70,20
673,672,Gogoat,Mount Pokémon,Common,No,Grass,,Field,,Sap Sipper,Harvest,Grass Pelt,123,100,62,97,81,68,531,91,201,170,"5'07""",Quadruped,0.5,Fast,60,-30,45,186,20
674,,Pancham,Playful Pokémon,Uncommon,Special,Dark,,Field,Human-Like,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,8,18,61,"2'00""",Upright,0.5,Fast,50,60,220,70,25
675,674,Pangoro,Daunting Pokémon,Uncommon,No,Dark,Fighting,Field,Human-Like,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,136,300,211,"6'11""",Humanoid,0.5,Fast,40,-25,65,173,25
676,,Furfrou,Poodle Pokémon,Common,No,Normal,,Field,,Fur Coat,Fluffy,Static,75,80,60,65,90,102,472,28,62,119,"3'11""",Quadruped,0.5,Fast,70,35,160,165,20
677,,Espurr,Restraint Pokémon,Rare,Special,Psychic,,Field,,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,3,8,30,"1'00""",Upright,0.5,Fast,50,48,190,71,20
678F,677,Meowstic (Female),Constraint Pokémon,Rare,No,Psychic,,Field,,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104,466,8,19,61,"2'00""",Upright,0,Fast,40,-25,75,163,20
678M,677,Meowstic (Male),Constraint Pokémon,Rare,No,Psychic,,Field,,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,8,19,61,"2'00""",Upright,1,Fast,40,-25,75,163,20
679,,Honedge,Sword Pokémon,Common,No,Steel,Ghost,Mineral,,No Guard,Stamina,Hustle,45,80,100,35,37,28,325,2,4,79,"2'07""",Blob,0.5,Fast,50,46,180,65,20
680,679,Doublade,Sword Pokémon,Common,No,Steel,Ghost,Mineral,,No Guard,Stamina,Hustle,59,110,150,45,49,35,448,4,10,79,"2'07""",Heads,0.5,Fast,50,1,90,157,20
681B,680,Aegislash (Blade Forme),Royal Sword Pokémon,Common,No,Steel,Ghost,Mineral,,Stance Change,Stamina,Hustle,60,150,50,150,50,60,520,53,117,170,"5'07""",Blob,0.5,Fast,40,-57,45,250,20
681S,680,Aegislash (Shield Forme),Royal Sword Pokémon,Common,No,Steel,Ghost,Mineral,,Stance Change,Stamina,Hustle,60,50,150,50,150,60,520,53,117,170,"5'07""",Blob,0.5,Fast,40,-57,45,250,20
682,,Spritzee,Perfume Pokémon,Common,No,Fairy,,Fairy,,Healer,Tangling Hair,Aroma Veil,78,52,60,63,65,23,341,0,1,20,"0'08""",Arms,0.5,Fast,50,50,200,68,20
683,682,Aromatisse,Fragrance Pokémon,Common,No,Fairy,,Fairy,,Healer,Tangling Hair,Aroma Veil,101,72,72,99,89,29,462,16,34,79,"2'07""",Humanoid,0.5,Fast,50,-8,140,162,20
684,,Swirlix,Cotton Candy Pokémon,Common,No,Fairy,,Fairy,,Sweet Veil,Gluttony,Unburden,62,48,66,59,57,49,341,3,8,41,"1'04""",Legs,0.5,Fast,50,50,200,68,20
685,684,Slurpuff,Meringue Pokémon,Common,No,Fairy,,Fairy,,Sweet Veil,Gluttony,Unburden,82,80,86,85,75,72,480,5,11,79,"2'07""",Humanoid,0.5,Fast,50,-8,140,168,20
686,,Inkay,Revolving Pokémon,Common,No,Dark,Psychic,Water 1,Water 2,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,3,8,41,"1'04""",Tentacles,0.5,Fast,50,48,190,58,20
687,686,Malamar,Overturning Pokémon,Common,No,Dark,Psychic,Water 1,Water 2,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,47,104,150,"4'11""",Blob,0.5,Fast,40,-25,80,169,20
688,,Binacle,Two-Handed Pokémon,Common,No,Rock,Water,Water 3,,Tough Claws,Sniper,Pickpocket,42,52,67,39,56,50,306,31,68,51,"1'08""",Heads,0.5,Fast,50,35,120,61,20
689,688,Barbaracle,Collective Pokémon,Common,No,Rock,Water,Water 3,,Tough Claws,Sniper,Pickpocket,72,105,115,54,86,68,500,96,212,130,"4'03""",Heads,0.5,Fast,40,-30,45,175,20
690,,Skrelp,Mock Kelp Pokémon,Common,No,Poison,Water,Water 1,Dragon,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,7,16,51,"1'08""",Blob,0.5,Fast,50,63,225,64,20
691,690,Dragalge,Mock Kelp Pokémon,Common,No,Poison,Dragon,Water 1,Dragon,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,82,180,180,"5'11""",Blob,0.5,Fast,40,-28,55,173,20
692,,Clauncher,Water Gun Pokémon,Common,No,Water,,Water 1,Water 3,Mega Launcher,Unburden,Iron Fist,50,53,62,58,63,44,330,8,18,51,"1'08""",Armor,0.5,Very Slow,50,63,225,66,15
693,692,Clawitzer,Howitzer Pokémon,Common,No,Water,,Water 1,Water 3,Mega Launcher,Unburden,Iron Fist,71,73,88,120,89,59,500,35,78,130,"4'03""",Squiggle,0.5,Very Slow,40,-28,55,100,15
694,,Helioptile,Generator Pokémon,Common,No,Electric,Normal,Monster,Dragon,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,6,13,51,"1'08""",Upright,0.5,Fast,50,48,190,58,20
695,694,Heliolisk,Generator Pokémon,Common,No,Electric,Normal,Monster,Dragon,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,21,46,99,"3'03""",Upright,0.5,Fast,40,-25,75,168,20
696,,Tyrunt,Royal Heir Pokémon,Common,No,Rock,Dragon,Monster,Dragon,Strong Jaw,Rock Head,Sturdy,58,89,77,45,45,48,362,26,57,79,"2'07""",Upright,0.875,Fast,50,19,45,72,30
697,696,Tyrantrum,Despot Pokémon,Common,No,Rock,Dragon,Monster,Dragon,Strong Jaw,Sturdy,Rock Head,82,121,119,69,59,71,521,270,595,249,"8'02""",Upright,0.875,Fast,40,-30,45,182,30
698,,Amaura,Tundra Pokémon,Common,No,Rock,Ice,Monster,,Refrigerate,Arena Trap,Snow Warning,77,59,50,67,63,46,362,25,56,130,"4'03""",Quadruped,0.875,Fast,50,19,45,72,30
699,698,Aurorus,Tundra Pokémon,Common,No,Rock,Ice,Monster,,Refrigerate,Arena Trap,Snow Warning,123,77,72,99,92,58,521,225,496,269,"8'10""",Quadruped,0.875,Fast,40,-30,45,104,30
700,133,Sylveon,Intertwining Pokémon,Rare,No,Fairy,,Field,,Cute Charm,Adaptability,Pixilate,95,65,65,110,130,60,525,23,52,99,"3'03""",Quadruped,0.875,Fast,40,-30,45,184,35
701,,Hawlucha,Wrestling Pokémon,Common,No,Fighting,Flying,Human-Like,,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,22,47,79,"2'07""",Humanoid,0.5,Fast,50,10,100,175,20
702,,Dedenne,Antenna Pokémon,Uncommon,Pika,Electric,Fairy,Field,Fairy,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,2,5,20,"0'08""",Upright,0.5,Fast,50,38,180,151,20
703,,Carbink,Jewel Pokémon,Common,No,Rock,Fairy,Fairy,Mineral,Clear Body,Light Metal,Sturdy,50,50,150,50,150,50,500,6,13,30,"1'00""",Ball,,Very Slow,50,-1,60,100,25
704,,Goomy,Soft Tissue Pokémon,Rare,Special,Dragon,,Dragon,,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,3,6,30,"1'00""",Squiggle,0.5,Very Slow,30,19,45,60,40
705,704,Sliggoo,Soft Tissue Pokémon,Rare,No,Dragon,,Dragon,,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,18,39,79,"2'07""",Squiggle,0.5,Very Slow,30,-11,45,158,40
706,705,Goodra,Dragon Pokémon,Rare,No,Dragon,,Dragon,,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,151,332,201,"6'07""",Upright,0.5,Very Slow,20,-57,45,300,40
707,,Klefki,Key Ring Pokémon,Common,No,Steel,Fairy,Mineral,,Prankster,Rattled,Magician,57,80,91,80,87,75,470,3,7,20,"0'08""",Ball,0.5,Very Fast,50,1,75,165,20
708,,Phantump,Stump Pokémon,Common,No,Ghost,Grass,Grass,Amorphous,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,7,15,41,"1'04""",Arms,0.5,Fast,50,35,120,62,20
709,708,Trevenant,Elder Tree Pokémon,Common,No,Ghost,Grass,Grass,Amorphous,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,71,157,150,"4'11""",Tentacles,0.5,Fast,40,-26,60,166,20
710L,,Pumpkaboo (Large Size),Pumpkin Pokémon,Common,No,Ghost,Grass,Amorphous,,Pickup,Frisk,Insomnia,54,66,70,44,55,46,335,7,17,51,"1'08""",Ball,0.5,Fast,50,35,120,67,20
710M,,Pumpkaboo (Average Size),Pumpkin Pokémon,Common,No,Ghost,Grass,Amorphous,,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,5,11,41,"1'04""",Ball,0.5,Fast,50,35,120,67,20
710S,,Pumpkaboo (Small Size),Pumpkin Pokémon,Common,No,Ghost,Grass,Amorphous,,Pickup,Frisk,Insomnia,44,66,70,44,55,56,335,3,8,30,"1'00""",Ball,0.5,Fast,50,35,120,67,20
710XL,,Pumpkaboo (Super Size),Pumpkin Pokémon,Common,No,Ghost,Grass,Amorphous,,Pickup,Frisk,Insomnia,59,66,70,44,55,41,335,15,33,79,"2'07""",Ball,0.5,Fast,50,35,120,67,20
711L,710L,Gourgeist (Large Size),Pumpkin Pokémon,Common,No,Ghost,Grass,Amorphous,,Pickup,Frisk,Insomnia,75,95,122,58,75,69,494,14,31,109,"3'07""",Blob,0.5,Fast,40,-26,60,173,20
711N,710M,Gourgeist (Average Size),Pumpkin Pokémon,Common,No,Ghost,Grass,Amorphous,,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,13,28,89,"2'11""",Blob,0.5,Fast,40,-26,60,173,20
711S,710S,Gourgeist (Small Size),Pumpkin Pokémon,Common,No,Ghost,Grass,Amorphous,,Pickup,Frisk,Insomnia,55,85,122,58,75,99,494,9,21,71,"2'04""",Blob,0.5,Fast,40,-26,60,173,20
711XL,710XL,Gourgeist (Super Size),Pumpkin Pokémon,Common,No,Ghost,Grass,Amorphous,,Pickup,Frisk,Insomnia,85,100,122,58,75,54,494,39,86,170,"5'07""",Blob,0.5,Fast,40,-26,60,173,20
712,,Bergmite,Ice Chunk Pokémon,Common,No,Ice,,Monster,,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,100,219,99,"3'03""",Quadruped,0.5,Fast,50,48,190,61,20
713,712,Avalugg,Iceberg Pokémon,Common,No,Ice,,Monster,,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,505,1113,201,"6'07""",Quadruped,0.5,Fast,40,-28,55,180,20
714,,Noibat,Sound Wave Pokémon,Rare,Special,Flying,Dragon,Flying,,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,8,18,51,"1'08""",Wings,0.5,Fast,50,48,190,49,20
715,714,Noivern,Sound Wave Pokémon,Rare,No,Flying,Dragon,Flying,,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,85,187,150,"4'11""",Wings,0.5,Fast,40,-30,45,187,20
716,,Xerneas,Life Pokémon,Legendary,No,Fairy,Grass,Undiscovered,,Fairy Aura,Triage,Power Of Alchemy,126,131,95,131,98,99,680,215,474,300,"9'10""",Quadruped,,Very Slow,10,-10,45,340,50
717,,Yveltal,Destruction Pokémon,Legendary,No,Dark,Flying,Undiscovered,,Dark Aura,Triage,Power Of Alchemy,126,131,95,131,98,99,680,203,448,579,"19'00""",Wings,,Very Slow,10,-10,45,340,50
718X,,Zygarde (10% Forme),Order Pokémon,Legendary,No,Dragon,Ground,Undiscovered,,Aura Break,Triage,Power Construct,54,100,71,61,85,115,486,34,74,119,"3'11""",Squiggle,,Very Slow,0,-25,3,300,50
718Y,718X,Zygarde (50% Forme),Order Pokémon,Legendary,No,Dragon,Ground,Undiscovered,,Aura Break,Triage,Power Construct,108,100,121,81,95,95,600,305,672,500,"16'05""",Squiggle,,Very Slow,0,-25,3,300,50
718Z,718Y,Zygarde (Complete Forme),Order Pokémon,Legendary,No,Dragon,Ground,Undiscovered,,Aura Break,Triage,Power Construct,216,100,121,91,95,85,708,610,1345,450,"14'09""",Squiggle,,Very Slow,0,-25,3,300,50
719,,Diancie,Jewel Pokémon,Mythical,No,Rock,Fairy,Undiscovered,,Clear Body,Magic Bounce,Levitate,50,100,150,100,150,50,600,9,19,71,"2'04""",Arms,,Very Slow,40,-25,3,300,25
719M,719,Diancie (Mega Diancie),Jewel Pokémon,Mythical,No,Rock,Fairy,Undiscovered,,Magic Bounce,Clear Body,Levitate,50,160,110,160,110,110,700,28,61,109,"3'07""",Arms,,Very Slow,40,-25,3,300,25
720C,720U,Hoopa (Hoopa Confined),Mischief Pokémon,Mythical,No,Psychic,Ghost,Undiscovered,,Magician,Prankster,Arena Trap,80,110,60,150,130,70,600,9,20,51,"1'08""",Arms,,Very Slow,90,-25,3,270,50
720U,720C,Hoopa (Hoopa Unbound),Djinn Pokémon,Mythical,No,Psychic,Dark,Undiscovered,,Magician,Prankster,Arena Trap,80,160,60,170,130,80,680,490,1080,650,"21'04""",Arms,,Very Slow,90,-25,3,270,50
721,,Volcanion,Steam Pokémon,Mythical,No,Fire,Water,Undiscovered,,Water Absorb,Heatproof,Sap Sipper,80,110,120,130,90,70,600,195,430,170,"5'07""",Quadruped,,Very Slow,90,-25,3,300,50
722,,Rowlet,Grass Quill Pokémon,Uncommon,Classic,Grass,Flying,Flying,,Overgrow,Technician,Long Reach,68,55,55,50,50,42,320,1,3,30,"1'00""",Wings,0.875,Slow,50,-10,45,64,15
723,722,Dartrix,Blade Quill Pokémon,Uncommon,No,Grass,Flying,Flying,,Overgrow,Technician,Long Reach,78,75,75,70,70,52,420,16,35,71,"2'04""",Wings,0.875,Slow,40,-30,45,147,15
724,723,Decidueye,Arrow Quill Pokémon,Uncommon,No,Grass,Ghost,Flying,,Overgrow,Technician,Long Reach,78,107,75,100,100,70,530,37,81,160,"5'03""",Wings,0.875,Slow,40,-57,45,265,15
725,,Litten,Fire Cat Pokémon,Uncommon,Classic,Fire,,Field,,Blaze,Technician,Intimidate,45,65,40,60,40,70,320,4,10,41,"1'04""",Quadruped,0.875,Slow,50,-10,45,64,15
726,725,Torracat,Fire Cat Pokémon,Uncommon,No,Fire,,Field,,Blaze,Technician,Intimidate,65,85,50,80,50,90,420,25,55,71,"2'04""",Quadruped,0.875,Slow,40,-30,45,147,15
727,726,Incineroar,Heel Pokémon,Uncommon,No,Fire,Dark,Field,,Blaze,Technician,Intimidate,95,115,90,80,90,60,530,83,183,180,"5'11""",Upright,0.875,Slow,40,-57,45,265,15
728,,Popplio,Sea Lion Pokémon,Uncommon,Classic,Water,,Water 1,Field,Torrent,Technician,Liquid Voice,50,54,54,66,56,40,320,7,17,41,"1'04""",Fish,0.875,Slow,50,-10,45,64,15
729,728,Brionne,Pop Star Pokémon,Uncommon,No,Water,,Water 1,Field,Torrent,Technician,Liquid Voice,60,69,69,91,81,50,420,18,39,61,"2'00""",Fish,0.875,Slow,40,-30,45,147,15
730,729,Primarina,Soloist Pokémon,Uncommon,No,Water,Fairy,Water 2,Field,Torrent,Technician,Liquid Voice,80,74,74,126,116,60,530,44,97,180,"5'11""",Fish,0.875,Slow,40,-57,45,265,15
731,,Pikipek,Woodpecker Pokémon,Common,No,Normal,Flying,Flying,,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,1,3,30,"1'00""",Wings,0.5,Fast,70,65,255,53,15
732,731,Trumbeak,Bugle Beak Pokémon,Common,No,Normal,Flying,Flying,,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355,15,33,61,"2'00""",Wings,0.5,Fast,70,-12,120,124,15
733,732,Toucannon,Cannon Pokémon,Common,No,Normal,Flying,Flying,,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485,26,57,109,"3'07""",Wings,0.5,Fast,60,-57,45,218,15
734,,Yungoos,Loitering Pokémon,Common,No,Normal,,Field,,Stakeout,Strong Jaw,Adaptability,48,70,30,30,30,45,253,6,13,41,"1'04""",Quadruped,0.5,Fast,70,65,255,51,15
735,734,Gumshoos,Stakeout Pokémon,Common,No,Normal,,Field,,Stakeout,Strong Jaw,Adaptability,88,110,60,55,60,45,418,14,31,71,"2'04""",Quadruped,0.5,Fast,70,-11,127,146,15
736,,Grubbin,Larva Pokémon,Common,No,Bug,,Bug,,Swarm,Gluttony,Competitive,47,62,45,55,45,46,300,4,10,41,"1'04""",Armor,0.5,Fast,50,65,255,60,15
737,736,Charjabug,Battery Pokémon,Common,No,Bug,Electric,Bug,,Battery,Magnet Pull,Levitate,57,82,95,55,75,36,400,10,23,51,"1'08""",Squiggle,0.5,Fast,50,-12,120,140,15
738,737,Vikavolt,Stag Beetle Pokémon,Common,No,Bug,Electric,Bug,,Levitate,Battery,Magnet Pull,77,70,90,145,75,43,500,45,99,150,"4'11""",Armor,0.5,Fast,40,-57,45,250,15
739,,Crabrawler,Boxing Pokémon,Common,No,Fighting,,Water 3,,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338,7,15,61,"2'00""",Armor,0.5,Fast,70,54,225,68,20
740,739,Crabominable,Woolly Crab Pokémon,Common,No,Fighting,Ice,Water 4,,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478,180,397,170,"5'07""",Armor,0.5,Fast,60,-26,60,167,20
741E,,Oricorio (Pom-Pom Style),Dancing Pokémon,Uncommon,No,Electric,Flying,Flying,,Dancer,Honey Gather,Flower Gift,75,70,70,98,70,93,476,3,8,61,"2'00""",Wings,0.25,Fast,70,-10,45,167,20
741F,,Oricorio (Baile Style),Dancing Pokémon,Uncommon,No,Fire,Flying,Flying,,Dancer,Honey Gather,Flower Gift,75,70,70,98,70,93,476,3,8,61,"2'00""",Wings,0.25,Fast,70,-10,45,167,20
741G,,Oricorio (Sensu Style),Dancing Pokémon,Uncommon,No,Ghost,Flying,Flying,,Dancer,Honey Gather,Flower Gift,75,70,70,98,70,93,476,3,8,61,"2'00""",Wings,0.25,Fast,70,-10,45,167,20
741P,,Oricorio (Pa’u Style),Dancing Pokémon,Uncommon,No,Psychic,Flying,Flying,,Dancer,Honey Gather,Flower Gift,75,70,70,98,70,93,476,3,8,61,"2'00""",Wings,0.25,Fast,70,-10,45,167,20
742,,Cutiefly,Bee Fly Pokémon,Common,No,Bug,Fairy,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304,0,0,10,"0'04""",Armor,0.5,Fast,50,42,190,61,20
743,742,Ribombee,Bee Fly Pokémon,Common,No,Bug,Fairy,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464,0,1,20,"0'08""",Bug,0.5,Fast,40,-25,75,162,20
744,,Rockruff,Puppy Pokémon,Rare,Special,Rock,,Field,,Keen Eye,Tough Claws,Own Tempo,45,65,40,30,40,60,280,9,20,51,"1'08""",Quadruped,0.5,Fast,50,42,190,56,15
745D,744,Lycanroc (Midday Form),Wolf Pokémon,Rare,No,Rock,,Field,,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,487,25,55,79,"2'07""",Quadruped,0.5,Fast,50,-15,90,170,15
745N,744,Lycanroc (Midnight Form),Wolf Pokémon,Rare,No,Rock,,Field,,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82,487,25,55,109,"3'07""",Quadruped,0.5,Fast,50,-15,90,170,15
745Z,744,Lycanroc (Dusk Form),Wolf Pokémon,Rare,No,Rock,,Field,,Keen Eye,Tough Claws,Own Tempo,85,115,75,55,75,82,487,25,55,109,"3'07""",Quadruped,0.5,Fast,50,-15,90,170,15
746S,,Wishiwashi (Solo Form),Small Fry Pokémon,Common,No,Water,,Water 2,,Schooling,Wimp Out,Overcoat,45,20,20,25,25,40,175,0,1,20,"0'08""",Fish,0.5,Very Fast,50,-1,60,61,15
746Z,,Wishiwashi (School Form),Small Fry Pokémon,Common,No,Water,,Water 2,,Schooling,Wimp Out,Overcoat,45,140,130,140,135,30,620,79,173,820,"26'11""",Fish,0.5,Very Fast,50,-1,60,61,15
747,,Mareanie,Brutal Star Pokémon,Common,No,Poison,Water,Water 1,,Merciless,Limber,Regenerator,50,53,62,43,52,45,305,8,18,41,"1'04""",Blob,0.5,Fast,50,42,190,61,20
748,747,Toxapex,Brutal Star Pokémon,Common,No,Poison,Water,Water 2,,Merciless,Limber,Regenerator,50,63,152,53,142,35,495,15,32,71,"2'04""",Tentacles,0.5,Fast,40,-25,75,173,20
749,,Mudbray,Donkey Pokémon,Common,No,Ground,,Field,,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,385,110,243,99,"3'03""",Quadruped,0.5,Fast,50,42,190,77,20
750,749,Mudsdale,Draft Horse Pokémon,Common,No,Ground,,Field,,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,500,920,2028,249,"8'02""",Quadruped,0.5,Fast,40,-26,60,175,20
751,,Dewpider,Water Bubble Pokémon,Common,No,Water,Bug,Water 1,Bug,Water Bubble,Liquid Ooze,Water Absorb,38,40,52,40,72,27,269,4,9,30,"1'00""",Legs,0.5,Fast,50,45,200,54,15
752,751,Araquanid,Water Bubble Pokémon,Common,No,Water,Bug,Water 2,Bug,Water Bubble,Liquid Ooze,Water Absorb,68,70,92,50,132,42,454,82,181,180,"5'11""",Armor,0.5,Fast,50,-15,100,159,15
753,,Fomantis,Sickle Grass Pokémon,Uncommon,Special,Grass,,Grass,,Leaf Guard,Strong Jaw,Contrary,40,55,35,50,35,35,250,1,3,30,"1'00""",Upright,0.5,Fast,50,42,190,50,20
754,753,Lurantis,Bloom Sickle Pokémon,Uncommon,No,Grass,,Grass,,Leaf Guard,Strong Jaw,Contrary,70,105,90,80,90,45,480,19,41,89,"2'11""",Humanoid,0.5,Fast,40,-25,75,168,20
755,,Morelull,Illuminating Pokémon,Common,No,Grass,Fairy,Grass,,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,285,1,3,20,"0'08""",Blob,0.5,Fast,50,42,190,57,20
756,755,Shiinotic,Illuminating Pokémon,Common,No,Grass,Fairy,Grass,,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,405,12,25,99,"3'03""",Humanoid,0.5,Fast,40,-25,75,142,20
757,,Salandit,Toxic Lizard Pokémon,Uncommon,Special,Poison,Fire,Monster,Dragon,Corrosion,Forewarn,Oblivious,48,44,40,71,40,77,320,5,11,61,"2'00""",Quadruped,0.875,Fast,50,17,120,64,20
758,757,Salazzle,Toxic Lizard Pokémon,Uncommon,No,Poison,Fire,Monster,Dragon,Corrosion,Forewarn,Oblivious,68,64,60,111,60,117,480,22,49,119,"3'11""",Quadruped,0,Fast,40,-30,45,168,20
759,,Stufful,Flailing Pokémon,Common,No,Normal,Fighting,Field,,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,340,7,15,51,"1'08""",Quadruped,0.5,Fast,50,24,140,68,15
760,759,Bewear,Strong Arm Pokémon,Common,No,Normal,Fighting,Field,,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500,135,298,211,"6'11""",Upright,0.5,Fast,40,-25,70,175,15
761,,Bounsweet,Fruit Pokémon,Uncommon,Special,Grass,,Grass,,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,210,3,7,30,"1'00""",Legs,0,Slow,50,57,235,42,20
762,761,Steenee,Fruit Pokémon,Uncommon,No,Grass,,Grass,,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,290,8,18,71,"2'04""",Humanoid,0,Slow,50,-12,120,102,20
763,762,Tsareena,Fruit Pokémon,Uncommon,No,Grass,,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,510,21,47,119,"3'11""",Humanoid,0,Slow,40,-57,45,255,20
764,,Comfey,Posy Picker Pokémon,Common,No,Fairy,,Grass,,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,485,0,1,10,"0'04""",Ball,0.25,Very Fast,50,-1,60,170,20
